short_name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,work_rate,player_tags,team_position,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,player_traits
Y. Benalouane,32,185,86,Tunisia,Nottingham Forest,71,71,Right,Medium/High,,RES,2019-01-18,2020,,,51,39,56,53,69,73,Injury Prone
D. González,36,192,85,Colombia,Independiente Medellín,71,71,Right,Medium/Medium,,GK,2015-02-04,2019,,,,,,,,,Giant Throw-in
P. Oniangué,30,190,78,Congo,Stade Malherbe Caen,71,71,Right,Medium/Medium,,SUB,2018-07-12,2022,,,64,70,64,66,71,80,Long Passer (CPU AI Only)
Rui Fonte,29,181,73,Portugal,Fulham,71,71,Right,Medium/Medium,,RES,2017-08-17,2020,,,63,68,67,69,43,62,Beat Offside Trap
E. Terranova,32,185,86,Italy,US Cremonese,71,71,Right,Medium/Medium,,LCB,2018-08-17,2021,,,68,31,42,48,71,73,
M. Waghorn,29,178,83,England,Derby County,71,71,Left,Medium/High,,ST,2018-08-08,2021,,,70,74,67,64,31,76,Beat Offside Trap
C. Yacob,31,181,73,Argentina,Nottingham Forest,71,71,Right,Medium/High,,RES,2018-09-06,2020,,,39,57,60,63,71,72,
J. Faussurier,32,173,70,France,Stade Brestois 29,71,71,Right,High/Medium,,SUB,2016-07-19,2021,,,67,59,72,66,63,73,
B. Angulo,29,174,74,Colombia,Puebla FC,71,71,Left,Medium/Medium,,LB,2017-07-11,2021,,,81,54,61,66,68,75,
N. De Pauw,29,181,80,Belgium,Çaykur Rizespor,71,71,Right,High/High,,CAM,2019-07-26,2021,,,74,69,68,71,41,70,Selfish
Go Yo Han,31,170,65,Korea Republic,FC Seoul,71,71,Right,High/High,#Engine,RCM,2005-01-01,2022,,,75,61,68,70,63,73,Giant Throw-in
O. Şişmanoğlu,29,186,83,Germany,Yeni Malatyaspor,71,71,Right,Medium/Low,,SUB,2018-07-09,2022,,,74,68,59,65,44,67,Power Free-Kick
J. Rhodes,29,185,71,Scotland,Sheffield Wednesday,71,71,Right,Medium/Low,,SUB,2017-07-01,2020,,,61,71,53,63,40,67,Diver
Antoñito,31,174,64,Spain,Real Valladolid CF,71,71,Right,High/Medium,,SUB,2017-07-08,2021,,,81,61,63,70,64,69,Dives Into Tackles (CPU AI Only)
D. Kuciak,34,194,87,Slovakia,Lechia Gdańsk,71,71,Right,Medium/Medium,,GK,2017-02-03,2020,,,,,,,,,"Avoids Using Weaker Foot, Selfish, Flair"
E. Conde,36,187,85,Uruguay,Club Atlético Banfield,71,71,Right,Medium/Medium,,GK,2019-07-03,2022,,,,,,,,,
S. de Jong,30,185,82,Netherlands,Ajax,71,71,Right,High/Medium,,RES,2017-08-28,2020,,,51,76,69,68,59,73,Power Free-Kick
F. Đorđević,31,186,80,Serbia,Chievo Verona,71,71,Left,Medium/Medium,,SUB,2018-07-01,2021,,,57,70,59,68,49,73,"Power Free-Kick, Long Passer (CPU AI Only)"
G. Cameron,33,191,84,United States,Queens Park Rangers,71,71,Right,Medium/Medium,,LDM,2019-07-25,2020,,,58,55,66,66,71,76,"Inflexible, Power Free-Kick"
Raúl Fernández,31,195,92,Spain,UD Las Palmas,71,71,Right,Medium/Medium,,GK,2018-07-23,2021,,,,,,,,,Second Wind
A. Jansen,30,186,77,Netherlands,FC Emmen,71,71,Right,High/Medium,,LAM,2017-08-08,2021,,,66,69,72,70,45,77,"Argues with Officials, Giant Throw-in"
O. Alanís,30,183,80,Mexico,Guadalajara,71,71,Left,Low/Medium,,LCB,2019-07-01,2022,,,45,50,64,59,72,70,"Long Throw-in, Power Free-Kick, Leadership, Long Passer (CPU AI Only)"
L. Fuentes,32,172,64,Mexico,Club Tijuana,71,71,Left,Medium/Medium,,SUB,2018-07-09,2022,,,66,59,68,68,71,72,Argues with Officials
O. Čelůstka,30,186,80,Czech Republic,Antalyaspor,71,71,Right,Medium/Medium,,RCB,2015-07-01,2020,RCB,3,61,53,65,66,69,74,
A. Kravets,30,189,79,Ukraine,Kayserispor,71,71,Right,High/High,,SUB,2018-01-15,2021,,,62,70,57,62,40,70,
J. McLaughlin,31,188,83,Scotland,Sunderland,71,71,Right,Medium/Medium,,GK,2018-07-01,2020,SUB,21,,,,,,,Acrobatic Clearance
A. Diomande,29,180,81,Norway,Los Angeles FC,71,71,Right,Medium/Medium,,ST,2018-05-01,2020,,,75,69,52,67,29,79,Long Passer (CPU AI Only)
G. Friend,31,188,83,England,Middlesbrough,71,71,Left,Medium/Medium,,LB,2012-07-01,2020,,,65,55,61,69,72,74,"Inflexible, Avoids Using Weaker Foot, Giant Throw-in"
Felipe,32,193,90,Brazil,Hannover 96,71,71,Left,Medium/Medium,#Strength,SUB,2012-07-01,2021,,,35,44,50,55,69,71,Power Free-Kick
R. van La Parra,28,181,72,Netherlands,Huddersfield Town,71,71,Right,Medium/Medium,,SUB,2016-06-01,2020,,,82,59,64,79,39,62,"Injury Free, Selfish, Crowd Favourite"
M. Morrison,31,183,76,England,Reading,71,71,Right,Medium/Medium,,SUB,2019-07-19,2021,,,50,36,47,42,70,76,
A. Costa,34,176,75,Argentina,Atlético Nacional,71,71,Left,Medium/Medium,,CAM,2019-07-08,2020,,,57,70,73,71,68,63,"Long Throw-in, Argues with Officials"
G. Belaud,32,177,76,France,Stade Brestois 29,71,71,Right,High/Medium,,RB,2014-08-16,2020,,,66,50,65,70,71,75,Injury Prone
S. Burchert,29,187,78,Germany,SpVgg Greuther Fürth,71,71,Right,Medium/Medium,,GK,2016-07-01,2020,,,,,,,,,Avoids Using Weaker Foot
J. Murphy,29,178,72,Scotland,Rangers FC,71,71,Right,Medium/Medium,,SUB,2018-06-09,2021,,,78,70,66,73,48,68,"Injury Free, Crowd Favourite"
M. Caire,30,178,70,Argentina,Gimnasia y Esgrima La Plata,71,71,Right,Medium/Medium,,RB,2019-07-11,2020,,,78,48,60,69,67,75,
T. Torun,29,176,72,Turkey,Medipol Başakşehir FK,71,71,Right,High/Medium,,RES,2017-06-17,2020,,,76,65,70,72,27,60,"Dives Into Tackles (CPU AI Only), Early Crosser"
G. Angella,30,189,79,Italy,Udinese,71,71,Right,Low/Medium,,RES,2016-07-01,2020,,,33,37,48,49,75,66,Leadership
C. Toselli,31,183,75,Chile,Universidad Católica,71,71,Right,Medium/Medium,,SUB,2007-01-01,2020,,,,,,,,,"Second Wind, Flair Passes"
G. Litteri,31,186,82,Italy,Cosenza,71,71,Right,High/Low,#Strength,ST,2019-01-31,2021,,,80,66,50,62,25,79,
N. Baker,28,189,82,England,Bristol City,71,71,Left,Low/High,,SUB,2017-07-28,2021,,,52,34,42,38,70,77,"Power Free-Kick, Injury Prone"
A. Nahuelpan,31,188,92,Argentina,Club Tijuana,71,71,Left,Medium/High,#Strength,LS,2019-01-22,2019,,,54,72,58,63,38,81,Long Passer (CPU AI Only)
H. Afful,33,168,61,Ghana,Columbus Crew SC,71,71,Right,High/Medium,,RB,2015-07-30,2019,,,78,58,68,70,67,68,Argues with Officials
B. Salamon,28,196,89,Poland,SPAL,71,71,Right,Medium/Medium,,SUB,2018-07-01,2021,,,43,46,58,56,71,69,"Leadership, Long Passer (CPU AI Only)"
B. Koita,28,186,86,Guinea,Kasimpaşa SK,71,71,Right,Medium/Low,,RM,2016-01-28,2021,,,76,67,58,71,22,67,"Argues with Officials, Early Crosser"
G. Scognamiglio,32,186,78,Italy,Pescara,71,71,Left,Medium/High,,LCB,2018-07-26,2022,,,46,43,41,42,70,80,Long Passer (CPU AI Only)
M. van der Werff,30,186,82,Netherlands,FC Cincinnati,71,71,Right,Medium/Medium,,RCB,2019-07-09,2022,,,55,59,66,56,71,71,
D. Sorgić,29,177,70,Serbia,AJ Auxerre,71,71,Right,Medium/Medium,,RS,2019-07-24,2022,,,60,73,62,69,35,69,
A. Tetteh,29,186,88,Ghana,Gazişehir Gaziantep F.K.,71,71,Right,Medium/High,#Strength,SUB,2019-08-05,2022,,,64,47,59,63,68,83,
M. Samassa,29,198,85,Mali,Sivasspor,71,71,Right,Medium/Medium,,GK,2019-07-01,2021,,,,,,,,,Acrobatic Clearance
K. Laribi,28,175,67,Tunisia,Empoli,71,71,Right,High/Medium,,CAM,,2020,,,81,69,71,75,47,60,"Beat Offside Trap, Crowd Favourite"
J. Gol,33,182,77,Poland,Cracovia,71,71,Right,Medium/High,,CDM,2018-08-29,2020,,,62,63,68,70,68,76,
S. Hierländer,28,180,73,Austria,SK Sturm Graz,71,71,Right,Medium/Medium,,SUB,2016-07-07,2021,,,69,66,69,72,62,73,
D. Villalva,26,159,62,Argentina,Tiburones Rojos de Veracruz,71,71,Right,Medium/Medium,,LM,2014-06-27,2020,,,78,67,67,76,32,47,"Argues with Officials, Early Crosser"
H. Dalsgaard,29,192,81,Denmark,Brentford,71,71,Right,High/Medium,,RWB,2017-06-10,2020,RB,14,76,58,62,65,69,70,Inflexible
Camora,32,177,69,Portugal,CFR Cluj,71,71,Left,High/High,,LB,2011-07-01,2022,,,74,55,65,67,68,69,
Park Joo Ho,32,175,71,Korea Republic,Ulsan Hyundai FC,71,71,Left,Medium/High,,LB,2017-01-05,2022,,,70,46,71,73,69,66,
Botía,30,189,96,Spain,Al Hilal,71,71,Right,Medium/High,,SUB,2018-07-01,2020,,,54,50,52,49,70,79,"Injury Prone, Long Passer (CPU AI Only)"
Kim Shin Wook,31,196,93,Korea Republic,Shanghai Greenland Shenhua FC,71,71,Right,Medium/Medium,"#Aerial Threat, #Strength",ST,2019-07-08,2022,,,55,70,62,63,45,79,Long Passer (CPU AI Only)
Júnior Dutra,31,188,76,Brazil,Shimizu S-Pulse,71,71,Right,High/Medium,,SUB,2019-08-01,2021,,,76,68,63,70,37,65,"Selfish, Crowd Favourite"
Welinton,30,181,81,Brazil,Alanyaspor,71,71,Right,Low/Medium,,RCB,2017-07-24,2020,,,58,48,57,48,71,76,Leadership
Bóveda,30,180,77,Spain,Deportivo de La Coruña,71,71,Right,Low/Medium,,SUB,2018-01-22,2020,,,73,52,62,67,68,72,Power Free-Kick
N. Obiora,27,186,81,Nigeria,Boavista FC,71,71,Right,Medium/Medium,,LDM,2018-07-01,2020,,,65,46,57,62,67,87,
M. Formica,31,178,70,Argentina,Newell's Old Boys,71,71,Right,Medium/Low,,LCM,2018-08-10,2020,,,72,68,69,73,33,56,Finesse Shot
Fontàs,29,185,86,Spain,Sporting Kansas City,71,71,Left,Medium/Medium,,SUB,2018-08-08,2022,,,31,48,67,60,71,69,"Power Free-Kick, Long Passer (CPU AI Only)"
M. Barthelmé,30,176,73,France,ESTAC Troyes,71,71,Left,Medium/High,,RM,2019-06-21,2022,,,71,61,69,72,62,67,Dives Into Tackles (CPU AI Only)
David Simão,29,183,74,Portugal,AEK Athens,71,71,Left,High/Medium,,RDM,2019-07-01,2022,,,65,67,72,71,62,69,"Leadership, Finesse Shot"
E. Prib,29,180,77,Russia,Hannover 96,71,71,Left,Medium/High,,LDM,2013-07-01,2021,,,68,67,71,72,66,65,Power Free-Kick
W. Mesloub,33,181,72,Algeria,Racing Club de Lens,71,71,Right,High/Medium,,SUB,2018-01-27,2021,,,62,66,72,72,63,64,"Argues with Officials, Finesse Shot, Crowd Favourite"
O. Jiménez,30,182,80,Mexico,Club América,71,71,Right,Medium/Medium,,GK,2016-12-27,2021,,,,,,,,,
A. Gonçalves,33,178,79,France,Stade Malherbe Caen,71,71,Right,High/High,,RWB,2019-06-23,2022,,,63,49,69,68,62,82,Giant Throw-in
C. Santos,31,184,79,Venezuela,Deportivo de La Coruña,71,71,Left,Medium/Medium,,SUB,2018-07-02,2020,,,65,73,67,68,41,68,Beat Offside Trap
S. Malone,28,189,75,England,Derby County,71,71,Left,High/Medium,,LB,2018-08-08,2021,,,73,62,64,71,67,70,Early Crosser
L. Nomenjanahary,33,177,76,Madagascar,Paris FC,71,71,Left,High/Medium,,RM,2016-09-09,2021,,,79,60,66,74,46,60,
Fredy,29,170,68,Angola,Antalyaspor,71,71,Right,High/Medium,,CAM,2019-01-31,2020,,,90,62,66,73,24,56,Early Crosser
S. Hutchinson,28,188,80,England,Millwall,71,71,Right,Medium/Medium,,SUB,2016-07-01,2020,,,54,29,51,55,70,80,"Injury Prone, Leadership"
M. Coronel,30,180,82,Argentina,Gimnasia y Esgrima La Plata,71,71,Right,Medium/Medium,,RCB,2014-07-27,2020,,,49,42,51,50,70,66,Giant Throw-in
M. Correia,30,186,81,Portugal, SSV Jahn Regensburg,71,71,Right,Medium/Medium,,LCB,2018-07-01,2020,,,64,38,61,62,69,71,Power Free-Kick
Osmar,31,192,86,Spain,FC Seoul,71,71,Left,Medium/High,#Strength,CDM,2014-01-05,2021,,,54,57,65,51,69,87,"Argues with Officials, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)"
J. Colback,29,177,77,England,Newcastle United,71,71,Left,High/High,,RES,2014-07-01,2020,,,61,59,67,67,67,67,"Diver, Injury Prone, Avoids Using Weaker Foot"
A. Weimann,27,178,76,Austria,Bristol City,71,71,Right,High/High,,RM,2018-07-03,2021,,,83,69,62,69,44,69,
C. Moritz,29,186,80,Germany,Hamburger SV,71,71,Right,Medium/Medium,,RES,2018-07-01,2020,,,60,59,69,71,70,70,"Power Free-Kick, Selfish"
L. Marrone,29,186,75,Italy,Hellas Verona,71,71,Right,Medium/High,,SUB,2019-07-01,2021,,,53,59,71,71,70,71,"Power Free-Kick, Leadership, Finesse Shot"
G. Jara,33,178,77,Chile,Estudiantes de La Plata,71,71,Right,Medium/Medium,,SUB,2019-01-23,2020,SUB,18,58,47,61,62,69,76,"Injury Prone, Leadership"
R. Varga,29,182,79,Hungary,Hungary,71,71,Right,Medium/Medium,,,,,SUB,17,82,68,67,71,32,68,Early Crosser
Edgar Costa,32,177,78,Portugal,Clube Sport Marítimo,71,71,Right,High/Medium,,RM,2014-07-01,2020,,,74,72,68,72,38,70,"Avoids Using Weaker Foot, Crowd Favourite"
M. Faraoni,27,180,71,Italy,Hellas Verona,71,71,Right,Medium/Medium,,RM,2019-07-01,2023,,,71,64,72,70,68,72,
S. Motta,35,172,69,Colombia,La Equidad,71,71,Right,Medium/Medium,,LDM,2012-01-01,2023,,,62,66,76,72,62,64,"Dives Into Tackles (CPU AI Only), Finesse Shot, Giant Throw-in, Crowd Favourite"
I. Baldé,30,190,85,Senegal,Real Oviedo,71,71,Right,Medium/Medium,,SUB,2018-08-04,2020,,,59,72,59,64,26,78,
A. El Said,33,175,75,Egypt,Egypt,71,71,Right,Medium/Medium,,,,,CAM,19,71,70,68,73,40,56,Finesse Shot
J. Sala,27,181,75,Italy,Sampdoria,71,71,Right,High/Medium,,RES,2016-06-30,2020,,,69,61,69,71,70,70,Power Free-Kick
Ivo Pinto,29,184,70,Portugal,Dinamo Zagreb,71,71,Right,High/Medium,,SUB,2019-07-01,2022,,,81,47,63,68,68,71,Early Crosser
P. Djilobodji,30,193,82,Senegal,Gazişehir Gaziantep F.K.,71,71,Left,Medium/Medium,,LCB,2019-07-23,2021,,,64,46,50,49,69,77,"Diver, Injury Prone, Leadership"
M. Bourabia,27,183,73,Morocco,Sassuolo,71,71,Right,Medium/Medium,,SUB,2018-07-20,2022,,,62,61,69,71,63,62,"Leadership, Argues with Officials"
J. McClean,30,180,70,Republic of Ireland,Stoke City,71,71,Left,High/High,,LB,2018-07-24,2022,LW,11,73,66,69,73,58,75,Injury Prone
N. Đurđić,33,184,77,Serbia,Hammarby IF,71,71,Right,Medium/High,,CAM,2018-03-15,2021,,,70,68,61,67,52,75,"Avoids Using Weaker Foot, Beat Offside Trap"
Rodri,29,175,74,Spain,Granada CF,71,71,Right,High/Medium,,SUB,2018-07-01,2020,,,75,70,54,73,22,68,
J. Hochscheidt,31,180,82,Germany,FC Erzgebirge Aue,71,71,Right,High/High,,CAM,2018-07-01,2021,,,71,69,71,70,57,75,"Argues with Officials, Crowd Favourite"
A. Tinnerholm,28,176,75,Sweden,New York City FC,71,71,Right,High/High,#Engine,RB,2018-02-07,2023,SUB,14,75,50,63,68,66,76,"Inflexible, Diver, Crowd Favourite"
D. Lekić,34,193,93,Serbia,Cádiz CF,71,71,Right,Medium/Low,#Strength,ST,2018-08-31,2020,,,45,71,58,64,32,71,Long Passer (CPU AI Only)
K. Mokotjo,28,175,72,South Africa,Brentford,71,71,Right,Medium/Medium,,SUB,2017-07-07,2020,LCM,12,66,49,66,70,67,72,
Hong Chul,28,176,70,Korea Republic,Suwon Samsung Bluewings,71,71,Left,High/Medium,,LM,2013-01-01,2023,,,89,43,68,71,65,76,"Dives Into Tackles (CPU AI Only), Leadership, Early Crosser"
Yun Young Sun,30,185,78,Korea Republic,Ulsan Hyundai FC,71,71,Right,Medium/High,,RCB,2019-01-01,2020,,,68,35,56,45,67,82,
A. Abrashi,29,170,74,Albania,SC Freiburg,71,71,Right,High/High,,SUB,2015-07-01,2020,,,64,55,58,65,70,76,Injury Prone
Hwang Il Soo,31,173,72,Korea Republic,Ulsan Hyundai FC,71,71,Right,High/Medium,"#Speedster, #Acrobat",LM,2018-01-30,2023,,,92,66,64,70,37,61,Early Crosser
Joselu,28,174,73,Spain,Real Oviedo,71,71,Right,High/High,#Engine,SUB,2018-08-13,2022,,,78,72,60,67,42,78,
B. Balaj,28,188,78,Albania,SK Sturm Graz,71,71,Right,Medium/Medium,,ST,2019-07-26,2021,,,68,68,49,64,26,71,
J. Sánchez,29,168,67,Mexico,Guadalajara,71,71,Right,Medium/Medium,,SUB,2010-07-01,2020,,,82,57,62,73,68,64,"Power Free-Kick, Dives Into Tackles (CPU AI Only), Early Crosser"
Jorge Teixeira,32,189,89,Portugal,Sint-Truidense VV,71,71,Right,Low/High,#Strength,CB,2017-07-15,2021,,,41,39,61,44,71,78,"Leadership, Long Passer (CPU AI Only)"
M. Torsiglieri,31,190,86,Argentina,Gimnasia y Esgrima La Plata,71,71,Left,Medium/Medium,#Strength,LCB,2019-08-02,2021,,,48,38,56,49,68,81,
M. Yumlu,31,191,77,Turkey,Denizlispor,71,71,Right,Low/High,,RCB,2019-07-08,2020,,,36,37,45,47,70,78,Long Passer (CPU AI Only)
Z. Bergdich,30,178,69,Morocco,Denizlispor,71,71,Left,High/Medium,,LB,2019-07-30,2020,,,82,51,65,73,67,74,
Timor,29,185,81,Spain,UD Las Palmas,71,71,Left,Medium/High,,CDM,2018-08-31,2022,,,53,60,72,64,68,77,"Diver, Argues with Officials"
P. Pervan,31,194,92,Austria,VfL Wolfsburg,71,71,Right,Medium/Medium,,SUB,2018-07-01,2021,SUB,12,,,,,,,
J. Paterson,27,175,67,England,Derby County,71,71,Right,High/Medium,,SUB,,2020,,,78,67,68,72,33,46,Crowd Favourite
Zhang Linpeng,30,186,78,China PR,Guangzhou Evergrande Taobao FC,71,71,Right,High/High,,RB,2010-11-22,2020,RCB,5,72,47,61,60,68,82,"Inflexible, Giant Throw-in"
S. Aydoğdu,28,180,72,Turkey,Medipol Başakşehir FK,71,71,Left,Medium/Medium,,SUB,2018-07-01,2021,,,65,64,69,74,57,61,Finesse Shot
M. Colin,27,180,76,France,Birmingham City,71,71,Right,High/Medium,,RWB,2017-08-31,2023,,,75,33,62,69,70,74,Diver
K. Kusk,27,180,67,Denmark,Aalborg BK,71,71,Left,Medium/Low,,RW,2018-01-31,2022,,,77,68,69,72,38,63,Crowd Favourite
Kike Márquez,29,176,72,Spain,Extremadura UD,71,71,Right,Medium/Low,,LS,2017-07-01,2020,,,72,69,71,73,36,65,"Injury Free, Beat Offside Trap"
C. Quintero,30,189,74,Colombia,Atlético Bucaramanga,71,71,Right,Medium/Medium,,RM,2018-07-03,2019,,,74,64,67,70,61,73,Selfish
M. Pátkai,31,173,69,Hungary,Hungary,71,71,Right,Medium/Medium,,,,,RDM,16,73,60,67,67,67,58,"Injury Prone, Argues with Officials"
Alejandro Rodríguez,27,183,80,Spain,Chievo Verona,71,71,Right,High/Medium,,SUB,2017-07-05,2020,,,76,69,51,70,35,66,
A. Søderlund,31,187,86,Norway,Rosenborg BK,71,71,Right,High/High,,ST,2018-02-01,2020,,,63,71,55,63,42,79,Long Passer (CPU AI Only)
A. Ienaga,33,173,70,Japan,Kawasaki Frontale,71,71,Left,High/Medium,,LM,2017-01-24,2023,,,77,67,65,75,38,70,"Injury Free, Beat Offside Trap, Crowd Favourite"
J. Fernández,31,169,67,Argentina,Atlético Tucumán,71,71,Left,Medium/Medium,,LM,2019-07-03,2020,,,77,68,66,74,50,59,"Leadership, Argues with Officials"
S. Zoller,28,179,70,Germany,VfL Bochum 1848,71,71,Right,Medium/Low,,SUB,2019-01-01,2022,,,78,69,65,72,31,61,Early Crosser
Lee Seung Gi,31,177,67,Korea Republic,Jeonbuk Hyundai Motors,71,71,Right,High/Low,,SUB,2013-01-01,2020,,,73,68,71,71,53,67,"Power Free-Kick, Finesse Shot, Crowd Favourite"
Z. Erdal,31,182,73,Turkey,Sivasspor,71,71,Left,Medium/Medium,,LB,2010-09-01,2020,,,69,51,60,62,70,74,Injury Prone
T. Carroll,27,178,66,England,Swansea City,71,71,Left,Medium/Medium,,SUB,2017-01-17,2020,,,66,58,73,69,56,51,
K. Müller,28,190,90,Germany,1. FC Heidenheim 1846,71,71,Right,Medium/Medium,,GK,2015-07-01,2020,,,,,,,,,
H. Kekana,34,176,73,South Africa,South Africa,71,71,Right,High/High,#Distance Shooter,,,,SUB,20,69,73,67,65,67,75,"Avoids Using Weaker Foot, Leadership, Argues with Officials"
D. Lezcano,29,178,79,Paraguay,FC Juárez,71,71,Right,High/Medium,,LS,2019-07-09,2020,,,81,69,68,73,42,74,Crowd Favourite
Cristian Herrera,28,186,79,Spain,CD Lugo,71,71,Left,High/Medium,,CAM,2017-07-14,2021,,,68,72,63,68,44,75,
Diogo Figueiras,28,170,58,Portugal,SC Braga,71,71,Right,High/Medium,,RES,2018-01-31,2022,,,82,55,66,75,66,47,
G. Achilier,34,179,85,Ecuador,Monarcas Morelia,71,71,Right,Medium/Medium,,RCB,2017-01-01,2023,,,42,19,43,46,72,76,Avoids Using Weaker Foot
P. Diamanka,29,182,72,Senegal,Girona FC,71,71,Right,Medium/Medium,,RCM,2019-07-05,2022,,,75,66,64,64,71,82,
T. Weilandt,27,186,73,Germany,VfL Bochum 1848,71,71,Right,Medium/Low,,SUB,2016-07-01,2022,,,76,67,64,77,39,59,Crowd Favourite
Rafael Lopes,27,185,82,Portugal,Cracovia,71,71,Right,High/Medium,,ST,2019-07-01,2021,,,60,72,53,66,34,78,
S. Schwab,28,183,78,Austria,SK Rapid Wien,71,71,Left,Medium/Medium,,LCM,2014-07-01,2020,,,68,64,70,66,64,81,"Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only), Leadership, Finesse Shot, Long Passer (CPU AI Only), Giant Throw-in"
R. Baca,29,170,65,Mexico,Cruz Azul,71,71,Right,High/High,#Engine,SUB,2013-12-23,2023,,,78,57,69,69,60,69,
David Ferreiro,31,170,63,Spain,SD Huesca,71,71,Right,High/Medium,#Acrobat,LM,2016-07-01,2021,,,87,67,69,74,37,49,"Argues with Officials, Early Crosser"
Marcelo,29,178,74,Brazil,Chicago Fire,71,71,Right,Medium/Medium,,SUB,2018-12-27,2020,,,62,26,50,51,72,68,"Power Free-Kick, Injury Prone, Leadership"
G. Espinoza,29,178,77,Chile,Universidad de Chile,71,71,Right,High/High,,RCM,2018-08-01,2023,,,54,62,69,71,64,80,"Leadership, Argues with Officials"
André Sousa,28,181,78,Portugal,Os Belenenses,71,71,Left,Medium/Medium,,LDM,2015-07-01,2021,,,64,68,71,71,60,73,Leadership
D. Texeira,28,182,69,Uruguay,Moreirense FC,71,71,Right,Medium/Medium,,SUB,2018-07-25,2020,,,68,72,56,68,28,70,Beat Offside Trap
D. Đoković,29,190,86,Croatia,CFR Cluj,71,71,Left,Medium/Medium,#Strength,CDM,2017-09-04,2022,,,65,60,70,69,64,81,
E. Alioski,27,172,63,FYR Macedonia,Leeds United,71,71,Left,High/High,#Engine,SUB,2017-07-13,2021,,,82,70,67,69,64,72,"Diver, Selfish, Argues with Officials"
J. Dezi,27,178,68,Italy,Empoli,71,71,Right,High/Medium,,CM,,2020,,,76,62,66,71,62,68,
M. Antonsson,28,184,80,Sweden,Malmö FF,71,71,Right,High/High,,LS,2018-07-16,2021,,,79,68,58,66,43,72,
C. Bălgrădean,31,187,83,Romania,FCSB (Steaua),71,71,Right,Medium/Medium,,SUB,2018-02-19,2020,,,,,,,,,
A. Giannou,29,185,79,Australia,Australia,71,71,Right,High/Medium,,,,,SUB,14,68,71,55,66,28,74,Long Passer (CPU AI Only)
S. Ben Youssef,30,189,82,Tunisia,Kasimpaşa SK,71,71,Right,Low/Medium,,LCB,2017-07-06,2020,,,60,43,50,49,70,80,
D. Dwyer,28,175,79,United States,Orlando City SC,71,71,Left,High/Medium,,RW,2017-07-25,2020,,,71,71,51,68,29,75,
Kim In Seong,29,180,74,Korea Republic,Ulsan Hyundai FC,71,71,Right,High/Medium,#Speedster,RM,2015-12-28,2023,,,94,60,64,72,32,49,Early Crosser
I. Runje,28,192,87,Croatia,Jagiellonia Białystok,71,71,Right,Medium/High,#Strength,SUB,2016-06-13,2021,,,42,25,50,45,71,80,
R. Himmelmann,30,187,80,Germany,FC St. Pauli,71,71,Right,Medium/Medium,,GK,2012-07-11,2021,,,,,,,,,Flair Passes
E. Valentini,30,182,78,Germany,1. FC Nürnberg,71,71,Right,Medium/Medium,,SUB,2017-07-01,2020,,,76,59,69,71,65,74,Injury Prone
Y. M'Changama,28,175,70,Comoros,Grenoble Foot 38,71,71,Right,High/High,#Engine,LCM,2018-07-01,2020,,,80,59,69,72,63,69,Argues with Officials
L. Lollo,28,180,75,Italy,Empoli,71,71,Right,High/High,,RES,2018-07-20,2021,,,79,61,70,72,60,77,
E. Pačinda,30,175,66,Slovakia,Korona Kielce,71,71,Left,High/Low,,RM,2019-01-26,2021,,,80,72,69,74,28,51,"Selfish, Crowd Favourite"
C. Goodwin,27,180,73,Australia,Al Wehda,71,71,Left,High/Medium,,LM,2019-07-19,2023,,,83,67,67,71,58,68,"Argues with Officials, Early Crosser"
Hélder Lopes,30,179,66,Portugal,AEK Athens,71,71,Left,High/Medium,,SUB,2017-07-01,2022,,,75,58,69,67,69,68,Power Free-Kick
H. Kiyotake,29,172,66,Japan,Cerezo Osaka,71,71,Right,Medium/Medium,,LM,2017-02-01,2023,,,70,65,71,71,40,58,
G. Lovrencsics,30,177,79,Hungary,Hungary,71,71,Right,High/Medium,,,,,RB,14,86,68,64,72,65,72,"Argues with Officials, Early Crosser"
M. Abero,29,184,81,Uruguay,Patronato,71,71,Left,Medium/High,#Strength,LB,2019-07-03,2020,,,70,52,57,61,72,83,
H. Aleesami,27,183,81,Norway,Amiens SC,71,71,Left,High/Medium,,LB,2019-07-08,2021,LB,2,80,57,68,70,66,72,
Elsinho,29,180,78,Brazil,Shimizu S-Pulse,71,71,Right,High/Medium,,RB,2019-01-10,2019,,,73,65,63,73,64,80,
A. Rojas,33,176,82,Argentina,Atlético Tucumán,71,71,Left,Medium/Medium,,LCM,2019-07-23,2020,,,60,70,69,71,65,71,
M. Goicoechea,31,186,82,Uruguay,Toulouse Football Club,71,71,Right,Medium/Medium,,SUB,2015-07-14,2021,,,,,,,,,
B. Kololli,27,184,82,Kosovo,FC Zürich,71,71,Right,High/Medium,,SUB,2018-07-21,2021,,,78,70,66,70,54,70,"Injury Free, Selfish, Crowd Favourite"
A. Chipciu,30,177,73,Romania,Romania,71,71,Right,High/High,,,,,RB,7,76,69,69,71,52,67,
D. Nistor,31,172,75,Romania,Dinamo Bucureşti,71,71,Right,High/Medium,,LDM,2018-01-13,2020,SUB,6,75,65,70,69,64,80,"Argues with Officials, Giant Throw-in"
